Date,Open_Bid,High_Bid,Low_Bid,Close_Bid,Open_Ask,High_Ask,Low_Ask,Close_Ask,Volume
2020-09-15T11:15:00.000000000Z,0.68846,0.68873,0.68843,0.68852,0.68869,0.68896,0.68867,0.68873,148.0
2020-09-15T11:30:00.000000000Z,0.68851,0.68879,0.68851,0.68866,0.68873,0.68902,0.68873,0.68888,130.0
2020-09-15T11:45:00.000000000Z,0.6887,0.68877,0.68855,0.68865,0.68891,0.68899,0.68877,0.68887,136.0
2020-09-15T12:00:00.000000000Z,0.68867,0.68886,0.68839,0.6887,0.68887,0.68906,0.68862,0.68892,150.0
2020-09-15T12:15:00.000000000Z,0.68871,0.68872,0.68838,0.68872,0.68892,0.68894,0.6886,0.68894,152.0
2020-09-15T12:30:00.000000000Z,0.6887,0.68913,0.68828,0.68882,0.68894,0.68936,0.68849,0.68904,247.0
2020-09-15T12:45:00.000000000Z,0.68886,0.68964,0.68879,0.6892,0.68907,0.68987,0.68902,0.68942,329.0
2020-09-15T13:00:00.000000000Z,0.68917,0.68953,0.68888,0.68925,0.68939,0.68973,0.68909,0.6895,202.0
2020-09-15T13:15:00.000000000Z,0.6892,0.68936,0.68907,0.68918,0.6895,0.68959,0.6893,0.68938,201.0
2020-09-15T13:30:00.000000000Z,0.68918,0.68939,0.68895,0.68895,0.6894,0.6896,0.68916,0.68918,192.0
2020-09-15T13:45:00.000000000Z,0.68892,0.68948,0.6886,0.68865,0.68913,0.68972,0.68882,0.68887,479.0
2020-09-15T14:00:00.000000000Z,0.68871,0.68949,0.68867,0.68935,0.68891,0.68972,0.68887,0.68958,481.0
2020-09-15T14:15:00.000000000Z,0.68933,0.68967,0.6891,0.68928,0.68958,0.6899,0.68932,0.6895,315.0
2020-09-15T14:30:00.000000000Z,0.68927,0.68963,0.68903,0.68917,0.68948,0.68984,0.68927,0.68941,315.0
2020-09-15T14:45:00.000000000Z,0.68918,0.68962,0.68863,0.68896,0.6894,0.68984,0.68881,0.68916,366.0
2020-09-15T15:00:00.000000000Z,0.68901,0.68922,0.6887,0.68878,0.6892,0.68944,0.68893,0.68898,298.0
2020-09-15T15:15:00.000000000Z,0.68874,0.68894,0.68857,0.6889,0.68894,0.68917,0.68878,0.68913,288.0
2020-09-15T15:30:00.000000000Z,0.68889,0.68903,0.68856,0.68857,0.68911,0.68925,0.68877,0.68879,144.0
2020-09-15T15:45:00.000000000Z,0.68861,0.68861,0.68809,0.68817,0.68881,0.68883,0.68833,0.68838,221.0
2020-09-15T16:00:00.000000000Z,0.68818,0.68874,0.68818,0.68867,0.68838,0.68895,0.68838,0.68887,182.0
2020-09-15T16:15:00.000000000Z,0.68867,0.68883,0.68855,0.68857,0.68888,0.68903,0.68874,0.68877,136.0
2020-09-15T16:30:00.000000000Z,0.68861,0.68869,0.68819,0.68844,0.68881,0.68889,0.6884,0.68864,133.0
2020-09-15T16:45:00.000000000Z,0.68841,0.68868,0.68838,0.68856,0.68862,0.68889,0.68858,0.68874,136.0
2020-09-15T17:00:00.000000000Z,0.68855,0.68887,0.68844,0.68868,0.68875,0.68909,0.68864,0.68889,245.0
2020-09-15T17:15:00.000000000Z,0.68871,0.68901,0.68871,0.68901,0.68893,0.68922,0.68893,0.68922,115.0
2020-09-15T17:30:00.000000000Z,0.68904,0.68925,0.68904,0.68906,0.68926,0.68946,0.68925,0.68927,79.0
2020-09-15T17:45:00.000000000Z,0.68901,0.68908,0.68872,0.68874,0.68922,0.6893,0.68892,0.68894,98.0
2020-09-15T18:00:00.000000000Z,0.68876,0.68884,0.68853,0.68873,0.68895,0.68905,0.68874,0.68893,213.0
2020-09-15T18:15:00.000000000Z,0.68872,0.68886,0.68848,0.6885,0.68891,0.68907,0.68869,0.6887,140.0
2020-09-15T18:30:00.000000000Z,0.68847,0.68896,0.68841,0.68884,0.68869,0.68918,0.68861,0.68903,116.0
2020-09-15T18:45:00.000000000Z,0.68888,0.68895,0.6886,0.68876,0.68908,0.68917,0.68879,0.68896,106.0
2020-09-15T19:00:00.000000000Z,0.6887,0.68876,0.68848,0.68862,0.68892,0.68896,0.68869,0.68882,166.0
2020-09-15T19:15:00.000000000Z,0.6886,0.68878,0.68857,0.68866,0.68881,0.68899,0.68879,0.68887,111.0
2020-09-15T19:30:00.000000000Z,0.6887,0.68871,0.68843,0.68854,0.6889,0.68891,0.68863,0.68874,142.0
2020-09-15T19:45:00.000000000Z,0.68851,0.68861,0.68831,0.68834,0.68873,0.68881,0.68854,0.68857,93.0
2020-09-15T20:00:00.000000000Z,0.68835,0.68842,0.68826,0.68829,0.68857,0.68865,0.68849,0.6885,53.0
2020-09-15T20:15:00.000000000Z,0.6883,0.68832,0.68795,0.68805,0.6885,0.68855,0.68816,0.6883,78.0
2020-09-15T20:30:00.000000000Z,0.68809,0.68859,0.68809,0.68858,0.68834,0.68885,0.68834,0.68885,43.0
2020-09-15T20:45:00.000000000Z,0.68858,0.68862,0.68846,0.68846,0.68882,0.68896,0.68879,0.68887,34.0
2020-09-15T21:00:00.000000000Z,0.68827,0.68827,0.68784,0.68816,0.68934,0.68943,0.68922,0.68943,8.0
2020-09-15T21:15:00.000000000Z,0.68824,0.68824,0.68824,0.68824,0.68951,0.68951,0.68951,0.68951,1.0
2020-09-15T21:30:00.000000000Z,0.6883,0.6883,0.688,0.688,0.68957,0.68957,0.68938,0.68938,6.0
2020-09-15T21:45:00.000000000Z,0.68792,0.68821,0.68792,0.68821,0.6893,0.68944,0.6893,0.6894,4.0
2020-09-15T22:00:00.000000000Z,0.68813,0.68856,0.68813,0.68854,0.68929,0.68929,0.68885,0.68887,27.0
2020-09-15T22:15:00.000000000Z,0.68853,0.68863,0.6885,0.68852,0.68884,0.68894,0.6888,0.68884,36.0
2020-09-15T22:30:00.000000000Z,0.68855,0.6887,0.68849,0.68861,0.68885,0.68899,0.68884,0.6889,40.0
2020-09-15T22:45:00.000000000Z,0.68859,0.68869,0.68846,0.68846,0.68889,0.68899,0.68873,0.68873,36.0
2020-09-15T23:00:00.000000000Z,0.68847,0.68858,0.68846,0.68852,0.68872,0.68886,0.68871,0.68878,40.0
2020-09-15T23:15:00.000000000Z,0.68849,0.68855,0.68833,0.6884,0.68874,0.6888,0.68857,0.68863,43.0
2020-09-15T23:30:00.000000000Z,0.68841,0.68842,0.68832,0.68842,0.68866,0.68868,0.68857,0.68866,59.0
2020-09-15T23:45:00.000000000Z,0.68839,0.68861,0.68839,0.68853,0.68865,0.68885,0.68865,0.68878,41.0
2020-09-16T00:00:00.000000000Z,0.68855,0.68875,0.68842,0.68868,0.68878,0.68898,0.68865,0.68893,194.0
2020-09-16T00:15:00.000000000Z,0.68871,0.68875,0.6885,0.68869,0.68895,0.68898,0.68873,0.68893,143.0
2020-09-16T00:30:00.000000000Z,0.68869,0.68891,0.68861,0.68884,0.68891,0.68912,0.68885,0.68906,130.0
2020-09-16T00:45:00.000000000Z,0.68879,0.68899,0.68868,0.68893,0.68906,0.6892,0.68892,0.68917,91.0
2020-09-16T01:00:00.000000000Z,0.68892,0.68906,0.68873,0.68898,0.68917,0.68928,0.68896,0.68919,105.0
2020-09-16T01:15:00.000000000Z,0.68894,0.68924,0.68886,0.68919,0.68918,0.68949,0.6891,0.68942,148.0
2020-09-16T01:30:00.000000000Z,0.68916,0.68931,0.6891,0.6891,0.68941,0.68953,0.68935,0.68935,178.0
2020-09-16T01:45:00.000000000Z,0.68915,0.68929,0.689,0.68923,0.68939,0.68953,0.68923,0.68947,97.0
2020-09-16T02:00:00.000000000Z,0.68927,0.68937,0.68911,0.68937,0.6895,0.68961,0.68935,0.68958,129.0
2020-09-16T02:15:00.000000000Z,0.68937,0.68937,0.68918,0.68926,0.68959,0.68959,0.68942,0.68947,88.0
2020-09-16T02:30:00.000000000Z,0.68927,0.68929,0.68914,0.6892,0.68947,0.68952,0.68935,0.68941,86.0
2020-09-16T02:45:00.000000000Z,0.68919,0.68924,0.68907,0.68911,0.68941,0.68948,0.68929,0.68933,44.0
2020-09-16T03:00:00.000000000Z,0.68915,0.68933,0.68905,0.68926,0.68937,0.68957,0.6893,0.68949,88.0
2020-09-16T03:15:00.000000000Z,0.68929,0.6893,0.68905,0.68909,0.68951,0.68951,0.68927,0.68931,63.0
2020-09-16T03:30:00.000000000Z,0.68913,0.68915,0.68899,0.68901,0.68936,0.68936,0.6892,0.68923,52.0
2020-09-16T03:45:00.000000000Z,0.68902,0.68909,0.68898,0.68908,0.68925,0.68932,0.68921,0.6893,33.0
2020-09-16T04:00:00.000000000Z,0.68909,0.68929,0.68909,0.68929,0.68932,0.68952,0.68932,0.68952,49.0
2020-09-16T04:15:00.000000000Z,0.68929,0.68929,0.68914,0.68917,0.68954,0.68954,0.68937,0.6894,59.0
2020-09-16T04:30:00.000000000Z,0.68917,0.68921,0.68912,0.6892,0.68939,0.68943,0.68934,0.68942,32.0
2020-09-16T04:45:00.000000000Z,0.6892,0.68926,0.68907,0.68907,0.68941,0.68948,0.68929,0.68929,32.0
