Date,Open,High,Low,Closed,Volume
2020-09-16T01:45:00.000000000Z,1.28996,1.29097,1.28989,1.29085,271.0
2020-09-16T02:00:00.000000000Z,1.29088,1.29153,1.29028,1.29075,432.0
2020-09-16T02:15:00.000000000Z,1.29073,1.29082,1.29038,1.29053,187.0
2020-09-16T02:30:00.000000000Z,1.2905,1.29092,1.29026,1.29042,188.0
2020-09-16T02:45:00.000000000Z,1.29044,1.2905,1.28981,1.2903,175.0
2020-09-16T03:00:00.000000000Z,1.29034,1.29085,1.29024,1.29065,181.0
2020-09-16T03:15:00.000000000Z,1.29068,1.2908,1.29047,1.29064,123.0
2020-09-16T03:30:00.000000000Z,1.29067,1.29075,1.29014,1.2902,127.0
2020-09-16T03:45:00.000000000Z,1.29018,1.2905,1.29008,1.2903,112.0
2020-09-16T04:00:00.000000000Z,1.29032,1.29064,1.29022,1.29059,97.0
2020-09-16T04:15:00.000000000Z,1.29056,1.29056,1.28989,1.28999,103.0
2020-09-16T04:30:00.000000000Z,1.29001,1.29012,1.28938,1.2894,123.0
2020-09-16T04:45:00.000000000Z,1.28938,1.28981,1.28938,1.28974,93.0
2020-09-16T05:00:00.000000000Z,1.28972,1.2901,1.28962,1.28973,143.0
2020-09-16T05:15:00.000000000Z,1.28976,1.29004,1.2897,1.28986,133.0
2020-09-16T05:30:00.000000000Z,1.28988,1.29002,1.28869,1.28878,226.0
2020-09-16T05:45:00.000000000Z,1.28876,1.2894,1.28856,1.2894,273.0
2020-09-16T06:00:00.000000000Z,1.2894,1.28982,1.28873,1.28884,459.0
2020-09-16T06:15:00.000000000Z,1.28882,1.28968,1.2888,1.28904,334.0
2020-09-16T06:30:00.000000000Z,1.28907,1.29001,1.289,1.28958,371.0
2020-09-16T06:45:00.000000000Z,1.2896,1.28974,1.28882,1.28904,451.0
2020-09-16T07:00:00.000000000Z,1.28902,1.28934,1.2879,1.28824,737.0
2020-09-16T07:15:00.000000000Z,1.28826,1.28902,1.2877,1.288,508.0
2020-09-16T07:30:00.000000000Z,1.28802,1.28904,1.28796,1.2886,553.0
2020-09-16T07:45:00.000000000Z,1.28863,1.28996,1.28816,1.28954,538.0
2020-09-16T08:00:00.000000000Z,1.28957,1.29018,1.28917,1.28948,640.0
2020-09-16T08:15:00.000000000Z,1.28951,1.29132,1.28936,1.29008,817.0
2020-09-16T08:30:00.000000000Z,1.29005,1.2909,1.28952,1.29063,638.0
2020-09-16T08:45:00.000000000Z,1.29066,1.29113,1.29046,1.29106,522.0
2020-09-16T09:00:00.000000000Z,1.29108,1.29176,1.29098,1.29146,504.0
2020-09-16T09:15:00.000000000Z,1.29148,1.29204,1.29082,1.29196,561.0
2020-09-16T09:30:00.000000000Z,1.29198,1.29328,1.2915,1.29288,622.0
2020-09-16T09:45:00.000000000Z,1.29291,1.29504,1.29266,1.29488,993.0
2020-09-16T10:00:00.000000000Z,1.29486,1.29488,1.29372,1.29428,777.0
2020-09-16T10:15:00.000000000Z,1.29424,1.29576,1.29424,1.29534,687.0
2020-09-16T10:30:00.000000000Z,1.29536,1.29622,1.29468,1.29528,1045.0
2020-09-16T10:45:00.000000000Z,1.29526,1.29711,1.29494,1.29658,947.0
2020-09-16T11:00:00.000000000Z,1.29656,1.29707,1.29621,1.297,793.0
2020-09-16T11:15:00.000000000Z,1.29697,1.29725,1.29604,1.29608,527.0
2020-09-16T11:30:00.000000000Z,1.29606,1.29745,1.29534,1.29743,663.0
2020-09-16T11:45:00.000000000Z,1.29746,1.29805,1.29656,1.29795,726.0
2020-09-16T12:00:00.000000000Z,1.29792,1.29871,1.29731,1.2982,880.0
2020-09-16T12:15:00.000000000Z,1.29822,1.29896,1.29797,1.29873,568.0
2020-09-16T12:30:00.000000000Z,1.29871,1.29894,1.29774,1.29854,1029.0
2020-09-16T12:45:00.000000000Z,1.29851,1.29858,1.29684,1.29806,1209.0
2020-09-16T13:00:00.000000000Z,1.29804,1.29884,1.29766,1.29828,1060.0
2020-09-16T13:15:00.000000000Z,1.29826,1.29946,1.29791,1.29794,827.0
2020-09-16T13:30:00.000000000Z,1.29796,1.29802,1.2962,1.2962,1127.0
2020-09-16T13:45:00.000000000Z,1.29624,1.29746,1.29623,1.29736,803.0
2020-09-16T14:00:00.000000000Z,1.29733,1.29973,1.2968,1.29839,2560.0
2020-09-16T14:15:00.000000000Z,1.29841,1.29914,1.29614,1.29636,1998.0
2020-09-16T14:30:00.000000000Z,1.29638,1.29928,1.29618,1.2989,1591.0
2020-09-16T14:45:00.000000000Z,1.29892,1.30073,1.29848,1.30043,1815.0
2020-09-16T15:00:00.000000000Z,1.30046,1.30073,1.29929,1.30021,1362.0
2020-09-16T15:15:00.000000000Z,1.30023,1.30063,1.29868,1.29946,983.0
2020-09-16T15:30:00.000000000Z,1.29944,1.29997,1.29856,1.2986,686.0
2020-09-16T15:45:00.000000000Z,1.29862,1.29874,1.29758,1.29796,501.0
2020-09-16T16:00:00.000000000Z,1.29798,1.29909,1.2977,1.29872,488.0
2020-09-16T16:15:00.000000000Z,1.2987,1.29884,1.29824,1.29878,312.0
2020-09-16T16:30:00.000000000Z,1.2988,1.29898,1.29848,1.29876,311.0
2020-09-16T16:45:00.000000000Z,1.29878,1.29878,1.29767,1.29786,271.0
2020-09-16T17:00:00.000000000Z,1.29788,1.29892,1.29788,1.29888,336.0
2020-09-16T17:15:00.000000000Z,1.29884,1.29887,1.29699,1.29704,633.0
2020-09-16T17:30:00.000000000Z,1.29706,1.29748,1.2966,1.29727,919.0
2020-09-16T17:45:00.000000000Z,1.29725,1.29774,1.29656,1.2974,618.0
2020-09-16T18:00:00.000000000Z,1.29734,1.30009,1.2952,1.29803,4888.0
2020-09-16T18:15:00.000000000Z,1.298,1.29851,1.29682,1.29705,1864.0
2020-09-16T18:30:00.000000000Z,1.29708,1.29918,1.2957,1.2962,3348.0
2020-09-16T18:45:00.000000000Z,1.29623,1.29658,1.29382,1.2952,3356.0
2020-09-16T19:00:00.000000000Z,1.29517,1.29754,1.29504,1.29624,3098.0
2020-09-16T19:15:00.000000000Z,1.29627,1.29665,1.29508,1.29521,1766.0
2020-09-16T19:30:00.000000000Z,1.29518,1.29526,1.29402,1.29476,1348.0
2020-09-16T19:45:00.000000000Z,1.29478,1.29624,1.29426,1.29616,1107.0
2020-09-16T20:00:00.000000000Z,1.29614,1.29668,1.29576,1.29665,491.0
2020-09-16T20:15:00.000000000Z,1.29663,1.29665,1.29536,1.2955,211.0
2020-09-16T20:30:00.000000000Z,1.29553,1.29692,1.2955,1.29682,276.0
2020-09-16T20:45:00.000000000Z,1.2968,1.29688,1.29662,1.29674,118.0
2020-09-16T21:00:00.000000000Z,1.29667,1.29681,1.29667,1.29681,8.0
2020-09-16T21:15:00.000000000Z,1.29686,1.29686,1.29686,1.29686,1.0
2020-09-16T21:30:00.000000000Z,1.29681,1.29681,1.29671,1.29681,5.0
2020-09-16T21:45:00.000000000Z,1.29676,1.29676,1.29676,1.29676,1.0
2020-09-16T22:00:00.000000000Z,1.29671,1.29737,1.29666,1.29724,43.0
2020-09-16T22:15:00.000000000Z,1.29722,1.29742,1.29719,1.2974,44.0
2020-09-16T22:30:00.000000000Z,1.29738,1.2974,1.29716,1.29736,36.0
2020-09-16T22:45:00.000000000Z,1.29734,1.29734,1.29691,1.29724,54.0
2020-09-16T23:00:00.000000000Z,1.29726,1.29726,1.29604,1.29607,119.0
2020-09-16T23:15:00.000000000Z,1.2961,1.29626,1.29595,1.29603,94.0
2020-09-16T23:30:00.000000000Z,1.29606,1.29635,1.29604,1.29629,103.0
2020-09-16T23:45:00.000000000Z,1.29632,1.29638,1.29584,1.29608,141.0
2020-09-17T00:00:00.000000000Z,1.2961,1.2961,1.29498,1.29514,370.0
2020-09-17T00:15:00.000000000Z,1.29516,1.29526,1.29397,1.29446,586.0
2020-09-17T00:30:00.000000000Z,1.29443,1.29454,1.29311,1.2938,540.0
2020-09-17T00:45:00.000000000Z,1.29382,1.29395,1.29334,1.29352,346.0
2020-09-17T01:00:00.000000000Z,1.29354,1.29398,1.29334,1.29358,350.0
2020-09-17T01:15:00.000000000Z,1.2936,1.29422,1.29352,1.29422,349.0
2020-09-17T01:30:00.000000000Z,1.29424,1.29509,1.29314,1.29324,878.0
2020-09-17T01:45:00.000000000Z,1.29322,1.29325,1.2913,1.29134,1059.0
2020-09-17T02:00:00.000000000Z,1.29132,1.2927,1.2911,1.29232,740.0
2020-09-17T02:15:00.000000000Z,1.2923,1.29246,1.29186,1.29215,416.0
2020-09-17T02:30:00.000000000Z,1.29212,1.29273,1.29206,1.29262,197.0
2020-09-17T02:45:00.000000000Z,1.29264,1.2927,1.29204,1.29258,292.0
2020-09-17T03:00:00.000000000Z,1.29254,1.2927,1.29164,1.29164,348.0
2020-09-17T03:15:00.000000000Z,1.29162,1.29171,1.29016,1.29142,862.0
2020-09-17T03:30:00.000000000Z,1.2914,1.29189,1.29092,1.29189,442.0
2020-09-17T03:45:00.000000000Z,1.29191,1.29222,1.29124,1.29134,294.0
2020-09-17T04:00:00.000000000Z,1.29137,1.29149,1.29094,1.29117,268.0
2020-09-17T04:15:00.000000000Z,1.2912,1.29217,1.29118,1.29208,201.0
2020-09-17T04:30:00.000000000Z,1.2921,1.29218,1.29176,1.2919,124.0
2020-09-17T04:45:00.000000000Z,1.29192,1.29253,1.29192,1.29245,154.0
2020-09-17T05:00:00.000000000Z,1.29248,1.29333,1.29204,1.29304,385.0
2020-09-17T05:15:00.000000000Z,1.29307,1.29339,1.29264,1.29304,235.0
2020-09-17T05:30:00.000000000Z,1.29306,1.29333,1.2926,1.2932,373.0
2020-09-17T05:45:00.000000000Z,1.29318,1.29408,1.29283,1.29404,364.0
2020-09-17T06:00:00.000000000Z,1.29401,1.29447,1.29262,1.29262,813.0
2020-09-17T06:15:00.000000000Z,1.29265,1.29396,1.2922,1.29356,966.0
2020-09-17T06:30:00.000000000Z,1.29358,1.29458,1.29319,1.29454,1039.0
2020-09-17T06:45:00.000000000Z,1.29456,1.29638,1.29448,1.29602,1108.0
2020-09-17T07:00:00.000000000Z,1.29604,1.29612,1.29454,1.29469,1246.0
2020-09-17T07:15:00.000000000Z,1.29472,1.29604,1.29451,1.2953,1286.0
2020-09-17T07:30:00.000000000Z,1.29528,1.29594,1.29466,1.29492,1154.0
2020-09-17T07:45:00.000000000Z,1.29494,1.29528,1.294,1.29448,934.0
2020-09-17T08:00:00.000000000Z,1.2945,1.29482,1.29332,1.29354,1065.0
2020-09-17T08:15:00.000000000Z,1.29356,1.29534,1.29356,1.29509,1010.0
2020-09-17T08:30:00.000000000Z,1.29507,1.29573,1.29444,1.29549,848.0
2020-09-17T08:45:00.000000000Z,1.29546,1.2963,1.29502,1.29601,774.0
2020-09-17T09:00:00.000000000Z,1.29603,1.29744,1.29598,1.29688,1154.0
2020-09-17T09:15:00.000000000Z,1.29686,1.29694,1.29492,1.29501,875.0
2020-09-17T09:30:00.000000000Z,1.29504,1.29722,1.29489,1.297,794.0
2020-09-17T09:45:00.000000000Z,1.29698,1.29776,1.29666,1.29752,678.0
2020-09-17T10:00:00.000000000Z,1.29748,1.29824,1.29666,1.2967,856.0
2020-09-17T10:15:00.000000000Z,1.29672,1.29762,1.29562,1.29622,742.0
2020-09-17T10:30:00.000000000Z,1.29619,1.29719,1.29608,1.29666,649.0
2020-09-17T10:45:00.000000000Z,1.29664,1.29758,1.29558,1.296,933.0
2020-09-17T11:00:00.000000000Z,1.29594,1.29793,1.28823,1.28978,5236.0
2020-09-17T11:15:00.000000000Z,1.2898,1.29166,1.28952,1.29041,1897.0
2020-09-17T11:30:00.000000000Z,1.29039,1.29092,1.28817,1.28893,1347.0
2020-09-17T11:45:00.000000000Z,1.2889,1.29052,1.2888,1.29033,1045.0
2020-09-17T12:00:00.000000000Z,1.29036,1.29036,1.28648,1.28887,1926.0
2020-09-17T12:15:00.000000000Z,1.28884,1.28884,1.28734,1.28734,1116.0
2020-09-17T12:30:00.000000000Z,1.28739,1.28858,1.28662,1.28828,1234.0
2020-09-17T12:45:00.000000000Z,1.28826,1.28941,1.28786,1.2879,1051.0
2020-09-17T13:00:00.000000000Z,1.28792,1.28956,1.28766,1.28851,1471.0
2020-09-17T13:15:00.000000000Z,1.28854,1.28901,1.28749,1.2888,1017.0
2020-09-17T13:30:00.000000000Z,1.28882,1.29106,1.28844,1.28873,1519.0
2020-09-17T13:45:00.000000000Z,1.28875,1.29234,1.28875,1.29089,1807.0
2020-09-17T14:00:00.000000000Z,1.29092,1.29198,1.29031,1.29148,1211.0
2020-09-17T14:15:00.000000000Z,1.29146,1.29253,1.29087,1.29202,1479.0
2020-09-17T14:30:00.000000000Z,1.29205,1.29998,1.29192,1.29446,3896.0
2020-09-17T14:45:00.000000000Z,1.29448,1.2968,1.29411,1.2948,1764.0
2020-09-17T15:00:00.000000000Z,1.29482,1.29674,1.29452,1.29583,1382.0
2020-09-17T15:15:00.000000000Z,1.29581,1.29628,1.29472,1.29548,1086.0
2020-09-17T15:30:00.000000000Z,1.29546,1.29636,1.2951,1.29526,1057.0
2020-09-17T15:45:00.000000000Z,1.29524,1.29546,1.29428,1.29535,684.0
2020-09-17T16:00:00.000000000Z,1.29533,1.2962,1.29504,1.29568,758.0
2020-09-17T16:15:00.000000000Z,1.29566,1.29594,1.29422,1.29493,931.0
2020-09-17T16:30:00.000000000Z,1.2949,1.29525,1.29387,1.29438,749.0
2020-09-17T16:45:00.000000000Z,1.29436,1.29451,1.29371,1.29379,604.0
2020-09-17T17:00:00.000000000Z,1.29377,1.29474,1.29366,1.29442,432.0
2020-09-17T17:15:00.000000000Z,1.29444,1.29476,1.29417,1.29426,265.0
2020-09-17T17:30:00.000000000Z,1.29423,1.29444,1.29386,1.29404,331.0
2020-09-17T17:45:00.000000000Z,1.29407,1.29542,1.29407,1.2948,454.0
2020-09-17T18:00:00.000000000Z,1.29482,1.29597,1.29434,1.29595,407.0
2020-09-17T18:15:00.000000000Z,1.29592,1.29636,1.29522,1.29562,487.0
2020-09-17T18:30:00.000000000Z,1.2956,1.2962,1.295,1.29597,562.0
2020-09-17T18:45:00.000000000Z,1.29594,1.2964,1.29586,1.29609,414.0
2020-09-17T19:00:00.000000000Z,1.29607,1.2965,1.2959,1.29636,356.0
2020-09-17T19:15:00.000000000Z,1.29634,1.29691,1.29606,1.29686,337.0
2020-09-17T19:30:00.000000000Z,1.29684,1.29738,1.29679,1.29697,386.0
2020-09-17T19:45:00.000000000Z,1.29699,1.2974,1.29677,1.29738,388.0
2020-09-17T20:00:00.000000000Z,1.29735,1.29784,1.2969,1.29784,396.0
2020-09-17T20:15:00.000000000Z,1.29782,1.29798,1.29738,1.29738,139.0
2020-09-17T20:30:00.000000000Z,1.2974,1.29913,1.2974,1.29792,416.0
2020-09-17T20:45:00.000000000Z,1.29789,1.29803,1.29691,1.29723,195.0
2020-09-17T21:00:00.000000000Z,1.29723,1.29729,1.29672,1.29729,65.0
2020-09-17T21:15:00.000000000Z,1.2972,1.29761,1.2972,1.29749,16.0
2020-09-17T21:30:00.000000000Z,1.29754,1.29758,1.2972,1.29753,226.0
2020-09-17T21:45:00.000000000Z,1.29748,1.29753,1.29718,1.29719,360.0
2020-09-17T22:00:00.000000000Z,1.2971,1.2973,1.29678,1.29718,72.0
2020-09-17T22:15:00.000000000Z,1.2972,1.29758,1.29718,1.29742,76.0
2020-09-17T22:30:00.000000000Z,1.29744,1.29781,1.29738,1.29773,63.0
2020-09-17T22:45:00.000000000Z,1.29777,1.29786,1.29762,1.29773,67.0
2020-09-17T23:00:00.000000000Z,1.29771,1.29778,1.2974,1.29755,68.0
2020-09-17T23:15:00.000000000Z,1.29752,1.29804,1.2975,1.29788,78.0
2020-09-17T23:30:00.000000000Z,1.29784,1.29795,1.29758,1.29758,77.0
2020-09-17T23:45:00.000000000Z,1.29756,1.29786,1.2974,1.29752,117.0
2020-09-18T00:00:00.000000000Z,1.29754,1.29938,1.29754,1.29912,599.0
2020-09-18T00:15:00.000000000Z,1.29914,1.29918,1.29824,1.29834,341.0
2020-09-18T00:30:00.000000000Z,1.29832,1.29886,1.29818,1.29828,237.0
2020-09-18T00:45:00.000000000Z,1.2983,1.2984,1.29777,1.29798,314.0
2020-09-18T01:00:00.000000000Z,1.298,1.29906,1.2974,1.29756,520.0
2020-09-18T01:15:00.000000000Z,1.29758,1.29764,1.29674,1.29676,408.0
2020-09-18T01:30:00.000000000Z,1.29678,1.29708,1.2955,1.29673,571.0
2020-09-18T01:45:00.000000000Z,1.29676,1.29676,1.29544,1.2955,362.0
2020-09-18T02:00:00.000000000Z,1.29548,1.29576,1.29474,1.29487,389.0
2020-09-18T02:15:00.000000000Z,1.29489,1.29498,1.29458,1.29474,233.0
2020-09-18T02:30:00.000000000Z,1.29476,1.29499,1.29438,1.29456,266.0
2020-09-18T02:45:00.000000000Z,1.29458,1.2946,1.29413,1.29432,225.0
2020-09-18T03:00:00.000000000Z,1.29435,1.29534,1.29435,1.29512,267.0
2020-09-18T03:15:00.000000000Z,1.29515,1.29554,1.295,1.29548,175.0
2020-09-18T03:30:00.000000000Z,1.29546,1.29575,1.29544,1.29565,164.0
2020-09-18T03:45:00.000000000Z,1.29568,1.29608,1.29563,1.29592,142.0
2020-09-18T04:00:00.000000000Z,1.29594,1.29594,1.29524,1.29534,164.0
2020-09-18T04:15:00.000000000Z,1.29536,1.29584,1.29527,1.29554,138.0
2020-09-18T04:30:00.000000000Z,1.29557,1.29616,1.29556,1.29588,183.0
2020-09-18T04:45:00.000000000Z,1.2959,1.29624,1.29574,1.29594,189.0
2020-09-18T05:00:00.000000000Z,1.29591,1.2961,1.29548,1.29552,135.0
2020-09-18T05:15:00.000000000Z,1.29549,1.29606,1.29524,1.29606,178.0
2020-09-18T05:30:00.000000000Z,1.29604,1.29646,1.29569,1.2962,269.0
2020-09-18T05:45:00.000000000Z,1.29617,1.29691,1.296,1.29691,263.0
2020-09-18T06:00:00.000000000Z,1.29691,1.29778,1.29658,1.29716,576.0
2020-09-18T06:15:00.000000000Z,1.29719,1.29726,1.29593,1.29593,532.0
2020-09-18T06:30:00.000000000Z,1.2959,1.29718,1.29527,1.29666,670.0
2020-09-18T06:45:00.000000000Z,1.29668,1.2974,1.29616,1.29704,501.0
2020-09-18T07:00:00.000000000Z,1.29706,1.29864,1.29676,1.29754,1289.0
2020-09-18T07:15:00.000000000Z,1.29756,1.29943,1.29738,1.29874,984.0
2020-09-18T07:30:00.000000000Z,1.29871,1.29917,1.29784,1.29831,918.0
2020-09-18T07:45:00.000000000Z,1.29834,1.29834,1.29669,1.29687,933.0
2020-09-18T08:00:00.000000000Z,1.2969,1.2976,1.29658,1.29734,721.0
2020-09-18T08:15:00.000000000Z,1.29736,1.29884,1.29736,1.29866,761.0
2020-09-18T08:30:00.000000000Z,1.29863,1.29881,1.29808,1.29808,651.0
2020-09-18T08:45:00.000000000Z,1.29806,1.29894,1.29787,1.29861,586.0
2020-09-18T09:00:00.000000000Z,1.29859,1.29881,1.29754,1.29828,862.0
2020-09-18T09:15:00.000000000Z,1.29826,1.29883,1.29802,1.29868,424.0
2020-09-18T09:30:00.000000000Z,1.29865,1.29931,1.29799,1.2993,515.0
2020-09-18T09:45:00.000000000Z,1.29928,1.29999,1.29702,1.2979,1162.0
2020-09-18T10:00:00.000000000Z,1.29787,1.2995,1.29761,1.2993,878.0
2020-09-18T10:15:00.000000000Z,1.29928,1.29936,1.29827,1.29894,711.0
2020-09-18T10:30:00.000000000Z,1.29897,1.29941,1.29792,1.29822,539.0
2020-09-18T10:45:00.000000000Z,1.29819,1.2986,1.29763,1.2983,578.0
2020-09-18T11:00:00.000000000Z,1.29828,1.29912,1.2978,1.29808,553.0
2020-09-18T11:15:00.000000000Z,1.29806,1.29894,1.29766,1.29854,516.0
2020-09-18T11:30:00.000000000Z,1.29857,1.29857,1.29688,1.29706,862.0
2020-09-18T11:45:00.000000000Z,1.29704,1.29746,1.29556,1.29714,1000.0
2020-09-18T12:00:00.000000000Z,1.29712,1.29748,1.29567,1.29584,944.0
2020-09-18T12:15:00.000000000Z,1.29582,1.2969,1.29558,1.2969,701.0
2020-09-18T12:30:00.000000000Z,1.29687,1.29813,1.29615,1.29736,932.0
2020-09-18T12:45:00.000000000Z,1.29734,1.29783,1.29657,1.29682,742.0
2020-09-18T13:00:00.000000000Z,1.29684,1.2974,1.29615,1.29622,920.0
2020-09-18T13:15:00.000000000Z,1.2962,1.29666,1.2958,1.29598,900.0
2020-09-18T13:30:00.000000000Z,1.296,1.29669,1.29456,1.29554,1716.0
2020-09-18T13:45:00.000000000Z,1.29556,1.29572,1.29382,1.29442,1417.0
2020-09-18T14:00:00.000000000Z,1.29444,1.29512,1.29325,1.29432,1286.0
2020-09-18T14:15:00.000000000Z,1.29434,1.29602,1.29406,1.29587,1089.0
2020-09-18T14:30:00.000000000Z,1.2959,1.29655,1.2953,1.2964,1320.0
2020-09-18T14:45:00.000000000Z,1.29644,1.29684,1.29524,1.29617,2015.0
2020-09-18T15:00:00.000000000Z,1.29619,1.29628,1.29513,1.29538,1125.0
2020-09-18T15:15:00.000000000Z,1.2954,1.29574,1.29465,1.29536,838.0
2020-09-18T15:30:00.000000000Z,1.29534,1.29548,1.29424,1.29442,628.0
2020-09-18T15:45:00.000000000Z,1.29445,1.29518,1.29444,1.29484,638.0
2020-09-18T16:00:00.000000000Z,1.29482,1.29572,1.2947,1.2951,523.0
2020-09-18T16:15:00.000000000Z,1.29512,1.29566,1.29457,1.29552,499.0
2020-09-18T16:30:00.000000000Z,1.29555,1.2956,1.2948,1.2949,583.0
2020-09-18T16:45:00.000000000Z,1.29492,1.29532,1.29473,1.29515,474.0
2020-09-18T17:00:00.000000000Z,1.29513,1.29516,1.29334,1.29365,598.0
2020-09-18T17:15:00.000000000Z,1.29363,1.29363,1.29202,1.29218,638.0
2020-09-18T17:30:00.000000000Z,1.29216,1.29276,1.29166,1.29246,753.0
2020-09-18T17:45:00.000000000Z,1.29249,1.29373,1.29249,1.29336,513.0
2020-09-18T18:00:00.000000000Z,1.29338,1.29387,1.29279,1.2934,553.0
2020-09-18T18:15:00.000000000Z,1.29338,1.29357,1.29256,1.29337,468.0
2020-09-18T18:30:00.000000000Z,1.29339,1.29356,1.29293,1.29296,316.0
2020-09-18T18:45:00.000000000Z,1.29298,1.29354,1.29254,1.29262,536.0
2020-09-18T19:00:00.000000000Z,1.2926,1.29319,1.29246,1.29282,531.0
2020-09-18T19:15:00.000000000Z,1.29285,1.29299,1.29198,1.2922,360.0
2020-09-18T19:30:00.000000000Z,1.29218,1.2925,1.29164,1.29176,262.0
2020-09-18T19:45:00.000000000Z,1.29178,1.29247,1.29148,1.29224,314.0
2020-09-18T20:00:00.000000000Z,1.29222,1.2926,1.29207,1.2926,252.0
